# id	name	description	rgb	
31281	Cerenas	Priest	A9E89C
31282	Justin	Magister	A9E89C
31283	Alminas	Magister	A9E89C
31284	Elena	Spellbook Seller	A9E89C
31285	Samael	Grand Master	A9E89C
31286	Drakon	Master	A9E89C
31287	Kamilen	Magister	A9E89C
31288	Aklan	High Prefect	A9E89C
31289	Lakan	Prefect	A9E89C
31290	Skahi	Seer	A9E89C
31291	Terava	Amulet Seller	A9E89C
31292	Andrei	Captain	A9E89C
31293	Gunter	Guard	A9E89C
31294	Sven	Guard	A9E89C
31295	Henrik	Guard	A9E89C
31296	Cadmon	Guard	A9E89C
31297	Bayard	Guard	A9E89C
31298	Ulrich	Guard	A9E89C
31299	Eugen	Guard	A9E89C
31300	Drumond	Weapon Merchant	A9E89C
31301	Nils	Weapon Merchant	A9E89C
31302	Vladimir	Armor Merchant	A9E89C
31303	Alisha	Armor Merchant	A9E89C
31304	Astrid	Accessory Merchant	A9E89C
31305	Candice	Accessory Merchant	A9E89C
31306	Natasha	Trader	A9E89C
31307	Weber	Grocer	A9E89C
31308	Achim	Symbol Maker	A9E89C
31309	Woods	Pet Manager	A9E89C
31310	Rafael		A9E89C
31311	Hugin	Warehouse Keeper	A9E89C
31312	Durin	Warehouse Keeper	A9E89C
31313	Lunin	Warehouse Keeper	A9E89C
31314	Donal	Warehouse Chief	A9E89C
31315	Daisy	Warehouse Keeper	A9E89C
31316	Vincenz	Blacksmith	A9E89C
31317	Lombert	Head Blacksmith	A9E89C
31318	Greta	Blueprint Seller	A9E89C
31319	Hans	Mineral Trader	A9E89C
31320	Ilyana	Gatekeeper	A9E89C
31321	Siegmund	Grand Master	A9E89C
31322	Erian	Master	A9E89C
31323	Beryl	Master	A9E89C
31324	Andromeda	Grand Master	A9E89C
31325	Themis	Master	A9E89C
31326	Lambac	High Prefect	A9E89C
31327	Tazki	Prefect	A9E89C
31328	Innocentin	High Priest	A9E89C
31329	Eliyah	Priest	A9E89C
31330	Wagner	Priest	A9E89C
31331	Valdis	Grand Magister	A9E89C
31332	Amelia	Magister	A9E89C
31333	Rumiel	Magister	A9E89C
31334	Tifaren	Grand Magister	A9E89C
31335	Kayan	Magister	A9E89C
31336	Rahorakti	Grand Seer	A9E89C
31337	Mekara	Seer	A9E89C
31338	Anton	Spellbook Seller	A9E89C
31339	Hakran	Amulet Seller	A9E89C
31340	Mathias	Captain	A9E89C
31341	Richtor	Guard	A9E89C
31342	Dimitri	Guard	A9E89C
31343	Bellard	Guard	A9E89C
31344	Schmidt	Guard	A9E89C
31345	Ian	Guard	A9E89C
31346	Sirius	Guard	A9E89C
31347	Burke	Guard	A9E89C
31348	Agripel	High Priest	A9E89C
31349	Benedict	Priest	A9E89C
31350	Dominic	Priest	A9E89C
31351	Volker	Wharf Manager	A9E89C
31356	Remy	Porter	A9E89C
31357	Leandro	Secretary	A9E89C
31358	Kasiel	Bard	A9E89C
31359	Jaradine	Mother Tree Guardian	A9E89C
31360	Alhena	Tetrarch Agent	A9E89C
31361	Kreed	Tetrarch Executioner	A9E89C
31362	Tate	Carrier	A9E89C
31363	Rogin	Deliveryman	A9E89C
31364	Rokar	Guardian of Flame	A9E89C
31365	Yakand	Guardian of Flame	A9E89C
31366	Feed Seller		A9E89C
31367	Voice of Glory		A9E89C
31368	Mikellan	Monk of Silence	A9E89C
31369	Mennon	Monk of Silence	A9E89C
31370	Kadun Zu Ketra	Hierarch	A9E89C
31371	Wahkan	Ketra's Messenger	A9E89C
31372	Asefa	Soul Guide	A9E89C
31373	Atan	Grocer	A9E89C
31374	Jaff	Warehouse Keeper	A9E89C
31375	Jumara	Trader	A9E89C
31376	Kurfa	Gatekeeper	A9E89C
31377	Ashas Varka Durai	Hierarch	A9E89C
31378	Naran Ashanuk	Varka's Messenger	A9E89C
31379	Udan Mardui	Soul Guide	A9E89C
31380	Diyabu	Grocer	A9E89C
31381	Hagos	Warehouse Keeper	A9E89C
31382	Shikon	Trader	A9E89C
31383	Teranu Mardui	Gatekeeper	A9E89C
31384	Gatekeeper of Fire Dragon		A9E89C
31385	Heart of Volcano		A9E89C
31386	Violet	Grocer	A9E89C
31387	Kurstin		A9E89C
31388	Mina		A9E89C
31389	Dorian		A9E89C
31390	Dummy - Boy A	For Test	A9E89C
31391	Dummy - Boy B	For Test	A9E89C
31392	Dummy - Boy C	For Test	A9E89C
31393	Dummy - Boy D	For Test	A9E89C
31394	Dummy - Boy E	For Test	A9E89C
31395	Dummy - Lady F	For Test	A9E89C
31396	Dummy - Lady G	For Test	A9E89C
31397	Dummy - Lady H	For Test	A9E89C
31398	Dummy - Lady I	For Test	A9E89C
31399	Dummy - Lady J	For Test	A9E89C
31400	Dummy - Sword Guard	For Test	A9E89C
31401	Dummy - Bow Guard	For Test	A9E89C
31404	Monster Race Guide	Town of Gludio	A9E89C
31405	Monster Race Guide	Town of Dion	A9E89C
31406	Monster Race Guide	Town of Giran	A9E89C
31407	Monster Race Guide	Heine	A9E89C
31408	Monster Race Guide	Town of Oren	A9E89C
31409	Monster Race Guide	Hunters Village	A9E89C
31410	Monster Race Guide	Town of Aden	A9E89C
31411	Monster Race Guide	Town of Goddard	A9E89C
31412	Monster Race Guide	Rune Township	A9E89C
31413	Antonio	Spellbook Seller 	A9E89C
31414	Lynn	Spellbook Seller 	A9E89C
31415	Triya	Spellbook Seller 	A9E89C
31416	Aren	Spellbook Seller 	A9E89C
31417	Berynel	Spellbook Seller 	A9E89C
31418	Rouke	Spellbook Seller 	A9E89C
31419	Lorel	Spellbook Seller 	A9E89C
31420	Tomanel	Spellbook Seller 	A9E89C
31421	Ratriya	Spellbook Seller 	A9E89C
31422	Migel	Spellbook Seller 	A9E89C
31423	Romas	Spellbook Seller 	A9E89C
31424	Shantra	Amulet Seller 	A9E89C
31425	Koram	Amulet Seller 	A9E89C
31426	Jaka	Amulet Seller 	A9E89C
31427	Urgal	Amulet Seller 	A9E89C
31428	Shafa	Amulet Seller 	A9E89C
31429	Shitara	Amulet Seller 	A9E89C
31430	Donai	Amulet Seller 	A9E89C
31431	Karai	Amulet Seller 	A9E89C
31432	Reeya	Blueprint Seller	A9E89C
31433	Ronaldo	Blueprint Seller	A9E89C
31434	Shaling	Blueprint Seller	A9E89C
31435	Daeger	Blueprint Seller	A9E89C
31436	Dani	Blueprint Seller	A9E89C
31437	Luka	Blueprint Seller	A9E89C
31438	Lara	Blueprint Seller	A9E89C
31439	Rogen	Mineral Trader	A9E89C
31440	Lanna	Mineral Trader	A9E89C
31441	Gordo	Mineral Trader	A9E89C
31442	Kiki	Mineral Trader	A9E89C
31443	Raban	Mineral Trader	A9E89C
31444	Cona	Mineral Trader	A9E89C
31445	Shutner	Mineral Trader	A9E89C
31452	Ghost of Wigoth		A9E89C
31453	Nameless Spirit		A9E89C
31454	Ghost of Wigoth		A9E89C
31455	Key Box		A9E89C
31456	Key Box		A9E89C
31457	Key Box		A9E89C
31458	Key Box		A9E89C
31459	Key Box		A9E89C
31460	Key Box		A9E89C
31461	Key Box		A9E89C
31462	Key Box		A9E89C
31463	Key Box		A9E89C
31464	Key Box		A9E89C
31465	Key Box		A9E89C
31466	Key Box		A9E89C
31467	Key Box		A9E89C
31468	Mysterious Box		A9E89C
31469	Mysterious Box		A9E89C
31470	Mysterious Box		A9E89C
31471	Mysterious Box		A9E89C
31472	Mysterious Box		A9E89C
31473	Mysterious Box		A9E89C
31474	Mysterious Box		A9E89C
31475	Mysterious Box		A9E89C
31476	Mysterious Box		A9E89C
31477	Mysterious Box		A9E89C
31478	Mysterious Box		A9E89C
31479	Mysterious Box		A9E89C
31480	Mysterious Box		A9E89C
31481	Mysterious Box		A9E89C
31482	Mysterious Box		A9E89C
31483	Mysterious Box		A9E89C
31484	Mysterious Box		A9E89C
31485	Mysterious Box		A9E89C
31486	Mysterious Box		A9E89C
31487	Mysterious Box		A9E89C
31488	Rift Post Recruit		A9E89C
31489	Rift Post Private		A9E89C
31490	Rift Post Officer		A9E89C
31491	Rift Post Captain		A9E89C
31492	Rift Post Commander		A9E89C
31493	Rift Post Hero		A9E89C
31494	Dimensional Gate Keeper		A9E89C
31495	Dimensional Gate Keeper		A9E89C
31496	Dimensional Gate Keeper		A9E89C
31497	Dimensional Gate Keeper		A9E89C
31498	Dimensional Gate Keeper		A9E89C
31499	Dimensional Gate Keeper		A9E89C
31500	Dimensional Gate Keeper		A9E89C
31501	Dimensional Gate Keeper		A9E89C
31502	Dimensional Gate Keeper		A9E89C
31503	Dimensional Gate Keeper		A9E89C
31504	Dimensional Gate Keeper		A9E89C
31505	Dimensional Gate Keeper		A9E89C
31506	Dimensional Gate Keeper		A9E89C
31507	Dimensional Gate Keeper		A9E89C
31508	Altar of Saints		A9E89C
31509	Altar of Saints		A9E89C
31510	Altar of Saints		A9E89C
31511	Altar of Saints		A9E89C
31512	Evil Altar		A9E89C
31513	Evil Altar		A9E89C
31514	Evil Altar		A9E89C
31515	Evil Altar		A9E89C
31516	Evil Altar		A9E89C
31517	Hierarch		A9E89C
31518	Mysterious Necromancer		A9E89C
31519	Enfeux		A9E89C
31520	Leikar	Maid	A9E89C
31521	Jeremy	Chef	A9E89C
31522	Mysterious Wizard		A9E89C
31523	Tombstone		A9E89C
31524	Ghost of von Hellmann		A9E89C
31525	Ghost of von Hellmann's Page		A9E89C
31526	Broken Bookshelf		A9E89C
31527	Well		A9E89C
31528	Ghost of Priest		A9E89C
31529	Ghost of Adventurer		A9E89C
31530	Box		A9E89C
31531	Tombstone		A9E89C
31532	Lidia's Maid		A9E89C
31533	Broken Bookshelf		A9E89C
31534	Broken Bookshelf		A9E89C
31535	Broken Bookshelf		A9E89C
31536	Coffin		A9E89C
31537	Tunatun	Beast Herder	A9E89C
31538	Ghost of Adventurer		A9E89C
31539	Vulcan	Blacksmith of Flame	A9E89C
31540	Klein	Watcher of Valakas	A9E89C
31541	Daimon's Altar		A9E89C
31542	Yeti's Table		A9E89C
31543	Pulin		A9E89C
31544	Naff		A9E89C
31545	Crocus		A9E89C
31546	Kuber		A9E89C
31547	Beolin		A9E89C
31548	Mysterious Ancient Tablet		A9E89C
31549	Mysterious Ancient Tablet		A9E89C
31550	Mysterious Ancient Tablet		A9E89C
31551	Mysterious Ancient Tablet		A9E89C
31552	Mysterious Ancient Tablet		A9E89C
31553	Pierce	Mercenary Captain	A9E89C
31554	Kahman	Mercenary	A9E89C
31555	Abercrombie	Mercenary Supplier	A9E89C
31556	Selina	Mercenary Medic	A9E89C
31557	Mercenary Sentry		A9E89C
31558	Ketra's Holy Altar		A9E89C
31559	Box of Asefa		A9E89C
31560	Varka's Holy Altar		A9E89C
31561	Udan Mardui's Box		A9E89C
31562	Klufe	Fishing Guild Member	A9E89C
31563	Perelin	Fishing Guild Member	A9E89C
31564	Mishini	Fishing Guild Member	A9E89C
31565	Ogord	Fishing Guild Member	A9E89C
31566	Ropfi	Fishing Guild Member	A9E89C
31567	Bleaker	Fishing Guild Member	A9E89C
31568	Pamfus	Fishing Guild Member	A9E89C
31569	Cyano	Fishing Guild Member	A9E89C
31570	Lanosco	Fishing Guild Member	A9E89C
31571	Hufs	Fishing Guild Member	A9E89C
31572	O'Fulle	Fishing Guild Member	A9E89C
31573	Monakan	Fishing Guild Member	A9E89C
31574	Willie	Fishing Guild Member	A9E89C
31575	Litulon	Fishing Guild Member	A9E89C
31576	Berix	Fishing Guild Member	A9E89C
31577	Linnaeus	Fishing Guild Member	A9E89C
31578	Hilgendorf	Fishing Guild Member	A9E89C
31579	Klaus	Fishing Guild Member	A9E89C
31580	Galadrid	Master	A9E89C
31581	Anastia	Magister	A9E89C
31582	Mordred	Dark Knight	A9E89C
31583	Feynn	Blacksmith	A9E89C
31584	Valentine	Brewer	A9E89C
31585	Sparky the Cat	Keats Servitor	A9E89C
31586	Sparky the Cat	Keats Servitor	A9E89C
31587	Gedrik	Gemcutter	A9E89C
31588	Agnes	Saint of Light	A9E89C
31589	Duda-Mara Totem Spirit 		A9E89C
31590	Truth Scholar Devianne		A9E89C
31591	Sunset Guide Luna		A9E89C
31592	Telson	Chief Golem Crafter	A9E89C
31593	Dorothy	Golem of Telson	A9E89C
31594	Mond	Chief Inspector	A9E89C
31595	Leona Blackbird		A9E89C
31596	Tobald	Master	A9E89C
31597	Tobald	Master	A9E89C
31598	Medina Blackheart		A9E89C
31599	Disgraced Knight Waldstein		A9E89C
31600	Pamela Aprodia		A9E89C
31601	Pamela Aprodia		A9E89C
31602	Sharona Artemia	Bodyguard	A9E89C
31603	Black Cat	Hunter Guild Member	A9E89C
31604	Grimst	Information Broker	A9E89C
31605	Kinsley	Head Summoner	A9E89C
31606	Alice de Catrina	Kinsley's Servitor	A9E89C
31607	Sake Dun Zu Hestui		A9E89C
31608	Belinda	Summoner	A9E89C
31609	Aurora the Unicorn	Belinda Servitor	A9E89C
31610	Shiken Gloomdrake		A9E89C
31611	Scryde Heartseeker		A9E89C
31612	Eternity Wanderer Staris		A9E89C
31613	Noctisse	Summoner	A9E89C
31614	Radyss	Head Summoner	A9E89C
31615	Hermit		A9E89C
31616	Hermit		A9E89C
31617	Aria Firstmatter		A9E89C
31618	Moon Voice Irene		A9E89C
31619	Erica Ken Weber		A9E89C
31620	Verdure Elder Elikia		A9E89C
31621	Abyssal Saintess Elcadia		A9E89C
31622	Keats	Cursed Summoner	A9E89C
31623	Bavarin	Information Broker	A9E89C
31624	Donath	Master Chef	A9E89C
31625	Yeti	Donath Kitchen Help	A9E89C
31626	Duncan	Chef	A9E89C
31627	Mist	Information Broker	A9E89C
31628	Lilly	Mist's Granddaughter	A9E89C
31629	Kaleidos the Unicorn		A9E89C
31630	Kaleidos the Unicorn		A9E89C
31631	Eric Ramsheart		A9E89C
31632	Mysterious Servitor		A9E89C
31633	Winter Hunter Kadyth		A9E89C
31634	Winter Hunter Kadyth		A9E89C
31635	Winter Hunter Kadyth		A9E89C
31636	Flame Successor Akkan		A9E89C
31637	Khavatari Kashu		A9E89C
31638	Starling Knight Kastien		A9E89C
31639	Kain Van Halter		A9E89C
31640	Pilgrim of Darkness		A9E89C
31641	Pilgrim of Darkness		A9E89C
31642	Tarkai Zu Duda-Mara		A9E89C
31643	Silver Feyshar		A9E89C
31644	Dawn Witness Franz	Witness of Dawn	A9E89C
31645	Hindemith Truevoice		A9E89C
31646	Tablet of Vision		A9E89C
31647	Tablet of Vision		A9E89C
31648	Tablet of Vision		A9E89C
31649	Tablet of Vision		A9E89C
31650	Tablet of Vision		A9E89C
31651	Tablet of Vision		A9E89C
31652	Tablet of Vision		A9E89C
31653	Tablet of Vision		A9E89C
31654	Tablet of Vision		A9E89C
31655	Tablet of Vision		A9E89C
31656	Tablet of Vision		A9E89C
31657	Tablet of Vision		A9E89C
31658	Tablet of Vision		A9E89C
31659	Tablet of Vision		A9E89C
31660	Tablet of Vision		A9E89C
31661	Forgotten Monument		A9E89C
31662	Forgotten Monument		A9E89C
31663	Forgotten Monument		A9E89C
31664	Forgotten Monument		A9E89C
31665	Corpse of Dwarf		A9E89C
31666	Lumen	Spellbook Seller	A9E89C
31667	Raik	Amulet Seller 	A9E89C
31668	Tangen	Blueprint Seller	A9E89C
31669	Onyx	Mineral Trader	A9E89C
31670	Burns	Spellbook Seller	A9E89C
31671	Patrol		A9E89C
31672	Patrol		A9E89C
31673	Patrol		A9E89C
31674	Patrol		A9E89C
31675	Viktor Van Deik	Border Outpost Captain	A9E89C
31676	Gregory Athebaldt	Border Outpost Captain	A9E89C
31677	Border Patrol		A9E89C
31678	Border Patrol		A9E89C
31679	Eustace Van Essen	Frontier Guard Captain	A9E89C
31680	Fleming Van Issen	Frontier Guard Captain	A9E89C
31681	Frontier Guard		A9E89C
31682	Frontier Guard		A9E89C
31683	Eye of Argos		A9E89C
31684	Eye of Udan Mardui		A9E89C
31685	Asefa's Eye		A9E89C
31686	Gatekeeper of Fire Dragon		A9E89C
31687	Gatekeeper of Fire Dragon		A9E89C
31688	Grand Olympiad Manager		A9E89C
31689	Olympiad Finisher		A9E89C
31690	Monument of Heroes 		A9E89C
31691	Training Dummy		A9E89C
31692	Priest of Dawn		A9E89C
31693	Priest of Dusk		A9E89C
31694	Priest of Dawn		A9E89C
31695	Priest of Dusk		A9E89C
31696	Platis	Fishing Guild Member	A9E89C
31697	Eindarkner	Fishing Guild Member	A9E89C
31698	Arisha	Gatekeeper	A9E89C
31699	Stanislava	Gatekeeper	A9E89C
31700	Saint's Follower		A9E89C
31701	Saint's Follower		A9E89C
31702	Saint's Follower		A9E89C
31703	Saint's Follower		A9E89C
31704	Saint's Follower		A9E89C
31705	Daimon the White-Eyed		A9E89C
31706	Miki the Cat		A9E89C
31707	Ketra Van Grunt		A9E89C
31708	Ketra Van Shaman		A9E89C
31709	Ketra Van Captain 		A9E89C
31710	Varka Van Commander		A9E89C
31711	Varka Van Shaman		A9E89C
31712	Varka Raider		A9E89C
31713	Preacher of Doom		A9E89C
31714	Preacher of Doom		A9E89C
31715	Preacher of Doom		A9E89C
31716	Preacher of Doom		A9E89C
31717	Preacher of Doom		A9E89C
31718	Preacher of Doom		A9E89C
31719	Preacher of Doom		A9E89C
31720	Preacher of Doom		A9E89C
31721	Orator of Revelations		A9E89C
31722	Orator of Revelations		A9E89C
31723	Orator of Revelations		A9E89C
31724	Orator of Revelations		A9E89C
31725	Orator of Revelations		A9E89C
31726	Orator of Revelations		A9E89C
31727	Orator of Revelations		A9E89C
31728	Orator of Revelations		A9E89C
31729	Adventure Guildsman		A9E89C
31730	Adventure Guildsman		A9E89C
31731	Adventure Guildsman		A9E89C
31732	Adventure Guildsman		A9E89C
31733	Adventure Guildsman		A9E89C
31734	Adventure Guildsman		A9E89C
31735	Adventure Guildsman		A9E89C
31736	Adventure Guildsman		A9E89C
31737	Adventure Guildsman		A9E89C
31738	Adventure Guildsman		A9E89C
31739	Talien		A9E89C
31740	Caradine		A9E89C
31741	Ossian		A9E89C
31742	Virgil		A9E89C
31743	Kassandra		A9E89C
31744	Ogmar		A9E89C
31745	Lady of the Lake		A9E89C
31746	Fallen Unicorn		A9E89C
31747	Pure White Unicorn		A9E89C
31748	Cornerstone of Restraining		A9E89C
31750	Mysterious Woman		A9E89C
31751	Mysterious Dark Knight		A9E89C
31752	Corpse of Angel		A9E89C
31755	Halaster	Grand Magister	A9E89C
31756	Mr. Cat	Test Server Helper	A9E89C
31757	Miss Queen	Test Server Helper	A9E89C
31758	Rafi		A9E89C
31759	Teleportation Cubic		A9E89C
31760	Miss Queen	Adventurers' Guide	A9E89C
31761	Miss Queen	Adventurers' Guide	A9E89C
31762	Miss Queen	Adventurers' Guide	A9E89C
31763	Miss Queen	Adventurers' Guide	A9E89C
31764	Miss Queen	Adventurers' Guide	A9E89C
31765	Miss Queen	Adventurers' Guide	A9E89C
31766	Miss Queen	Adventurers' Guide	A9E89C
31767	Event Gatekeeper		A9E89C
31768	Event Gatekeeper		A9E89C
31769	Monument of Heroes		A9E89C
31770	Monument of Heroes		A9E89C
31771	Monument of Heroes		A9E89C
31772	Monument of Heroes		A9E89C
31773	Sonin	Warehouse Keeper	A9E89C
31774	Beryl the Cat	Event Manager	A9E89C
31775	Adventure Guildsman		A9E89C
31776	Adventure Guildsman		A9E89C
31777	Adventure Guildsman		A9E89C
31778	Adventure Guildsman		A9E89C
31779	Adventure Guildsman		A9E89C
31780	Adventure Guildsman		A9E89C
31781	Adventure Guildsman		A9E89C
31782	Adventure Guildsman		A9E89C
31783	Adventure Guildsman		A9E89C
31784	Adventure Guildsman		A9E89C
31785	Adventure Guildsman		A9E89C
31786	Adventure Guildsman		A9E89C
31787	Adventure Guildsman		A9E89C
31788	Adventure Guildsman		A9E89C
31789	Adventure Guildsman		A9E89C
31790	Adventure Guildsman		A9E89C
31791	Adventure Guildsman		A9E89C
31792	Adventure Guildsman		A9E89C
31793	Adventure Guildsman		A9E89C
31794	Adventure Guildsman		A9E89C
31795	Adventure Guildsman		A9E89C
31796	Adventure Guildsman		A9E89C
31797	Adventure Guildsman		A9E89C
31798	Adventure Guildsman		A9E89C
31799	Adventure Guildsman		A9E89C
31800	Adventure Guildsman		A9E89C
31801	Adventure Guildsman		A9E89C
31802	Adventure Guildsman		A9E89C
31803	Adventure Guildsman		A9E89C
31804	Adventure Guildsman		A9E89C
31805	Adventure Guildsman		A9E89C
31806	Adventure Guildsman		A9E89C
31807	Adventure Guildsman		A9E89C
31808	Adventure Guildsman		A9E89C
31809	Adventure Guildsman		A9E89C
31810	Adventure Guildsman		A9E89C
31811	Adventure Guildsman		A9E89C
31812	Adventure Guildsman		A9E89C
31813	Adventure Guildsman		A9E89C
31814	Adventure Guildsman		A9E89C
31815	Adventure Guildsman		A9E89C
31816	Adventure Guildsman		A9E89C
31817	Adventure Guildsman		A9E89C
31818	Adventure Guildsman		A9E89C
31819	Adventure Guildsman		A9E89C
31820	Adventure Guildsman		A9E89C
31821	Adventure Guildsman		A9E89C
31822	Adventure Guildsman		A9E89C
31823	Adventure Guildsman		A9E89C
31824	Adventure Guildsman		A9E89C
31825	Adventure Guildsman		A9E89C
31826	Adventure Guildsman		A9E89C
31827	Adventure Guildsman		A9E89C
31828	Adventure Guildsman		A9E89C
31829	Adventure Guildsman		A9E89C
31830	Adventure Guildsman		A9E89C
31831	Adventure Guildsman		A9E89C
31832	Adventure Guildsman		A9E89C
31833	Adventure Guildsman		A9E89C
31834	Adventure Guildsman		A9E89C
31835	Adventure Guildsman		A9E89C
31836	Adventure Guildsman		A9E89C
31837	Adventure Guildsman		A9E89C
31838	Adventure Guildsman		A9E89C
31839	Adventure Guildsman		A9E89C
31840	Adventure Guildsman		A9E89C
31841	Adventure Guildsman		A9E89C
31842	Teleportation Cubic		A9E89C
31843	Teleportation Cubic		A9E89C
31844	Aracna		A9E89C
31845	Bloody Pixy		A9E89C
31846	Satyros		A9E89C
31847	Pan		A9E89C
31848	Pixy		A9E89C
31849	Red Arachne		A9E89C
31850	Blight Treant		A9E89C
31851	Treant		A9E89C
31852	Pixy Murika		A9E89C
31853	Treant Bremec		A9E89C
31854	Event Manager		A9E89C
31855	Event Manager		A9E89C
31856	Event Manager		A9E89C
31857	Event Manager		A9E89C
31858	Event Manager		A9E89C
31859	Teleportation Cubic		A9E89C
31860	Buzz the Cat	Event Manager	A9E89C
31861	Gatekeeper		A9E89C
31862	Angelic Vortex		A9E89C
31863	Santa Trainee		A9E89C
31864	Santa Trainee		A9E89C
31865	Guardian of Border		A9E89C
31866	Guardian of Border		A9E89C
31867	Guardian of Border		A9E89C
31868	Guardian of Border		A9E89C
31869	Guardian of Border		A9E89C
31870	Guardian of Border		A9E89C
31871	Guardian of Border		A9E89C
31872	Guardian of Border		A9E89C
31873	Guardian of Border		A9E89C
31874	Guardian of Border		A9E89C
31875	Guardian of Border		A9E89C
31876	Guardian of Border		A9E89C
31877	Guardian of Border		A9E89C
31878	Guardian of Border		A9E89C
31879	Guardian of Border		A9E89C
31880	Guardian of Border		A9E89C
31881	Guardian of Border		A9E89C
31882	Guardian of Border		A9E89C
31883	Guardian of Border		A9E89C
31884	Guardian of Border		A9E89C
31885	Guardian of Border		A9E89C
31886	Guardian of Border		A9E89C
31887	Guardian of Border		A9E89C
31888	Guardian of Border		A9E89C
31889	Guardian of Border		A9E89C
31890	Guardian of Border		A9E89C
31891	Guardian of Border		A9E89C
31892	Guardian of Border		A9E89C
31893	Guardian of Border		A9E89C
31894	Guardian of Border		A9E89C
31895	Guardian of Border		A9E89C
31896	Guardian of Border		A9E89C
31897	Guardian of Border		A9E89C
31898	Guardian of Border		A9E89C
31899	Guardian of Border		A9E89C
31900	Guardian of Border		A9E89C
31901	Guardian of Border		A9E89C
31902	Guardian of Border		A9E89C
31903	Guardian of Border		A9E89C
31904	Guardian of Border		A9E89C
31905	Guardian of Border		A9E89C
31906	Guardian of Border		A9E89C
31907	Guardian of Border		A9E89C
31908	Guardian of Border		A9E89C
31909	Guardian of Border		A9E89C
31910	Guardian of Border		A9E89C
31911	Guardian of Border		A9E89C
31912	Guardian of Border		A9E89C
31913	Guardian of Border		A9E89C
31914	Guardian of Border		A9E89C
31915	Guardian of Border		A9E89C
31916	Guardian of Border		A9E89C
31917	Guardian of Border		A9E89C
31918	Guardian of Border		A9E89C
31919	Ghost Chamberlain of Elmoreden		A9E89C
31920	Ghost Chamberlain of Elmoreden		A9E89C
31921	Conquerors' Sepulcher Manager		A9E89C
31922	Emperors' Sepulcher Manager		A9E89C
31923	Great Sages' Sepulcher Manager		A9E89C
31924	Judges' Sepulcher Manager		A9E89C
31925	Baron's Hall Gatekeeper		A9E89C
31926	Viscount's Hall Gatekeeper		A9E89C
31927	Count's Hall Gatekeeper		A9E89C
31928	Marquis' Hall Gatekeeper		A9E89C
31929	Duke's Hall Gatekeeper		A9E89C
31930	Baron's Hall Gatekeeper		A9E89C
31931	Viscount's Hall Gatekeeper		A9E89C
31932	Count's Hall Gatekeeper		A9E89C
31933	Marquis' Hall Gatekeeper		A9E89C
31934	Duke's Hall Gatekeeper		A9E89C
31935	Baron's Hall Gatekeeper		A9E89C
31936	Viscount's Hall Gatekeeper		A9E89C
31937	Count's Hall Gatekeeper		A9E89C
31938	Marquis' Hall Gatekeeper		A9E89C
31939	Duke's Hall Gatekeeper		A9E89C
31940	Baron's Hall Gatekeeper		A9E89C
31941	Viscount's Hall Gatekeeper		A9E89C
31942	Count's Hall Gatekeeper		A9E89C
31943	Marquis' Hall Gatekeeper		A9E89C
31944	Duke's Hall Gatekeeper		A9E89C
31945	Auzendorff	Weapon Merchant	A9E89C
31946	Hombre	Weapon Merchant	A9E89C
31947	Owaki	Armor Merchant	A9E89C
31948	Adrian	Armor Merchant	A9E89C
31949	Rouge	Accessory Merchant	A9E89C
31950	Mailland	Accessory Merchant	A9E89C
31951	Jose	Trader	A9E89C
31952	Pele	Grocer	A9E89C
31953	Rankar	Symbol Maker	A9E89C
31954	Saroyan	Pet Manager	A9E89C
31955	Ruby		A9E89C
31956	Rydel	Warehouse Keeper	A9E89C
31957	Cherbal	Warehouse Keeper	A9E89C
31958	Yasheni	Warehouse Chief 	A9E89C
31959	Axel	Warehouse Keeper	A9E89C
31960	Buryun	Blacksmith	A9E89C
31961	Newyear	Head Blacksmith	A9E89C
31962	Altair	Blueprint Seller	A9E89C
31963	Hitchi	Mineral Trader	A9E89C
31964	Bilia	Gatekeeper	A9E89C
31965	Hector	Grand Master	A9E89C
31966	Karamon	Master	A9E89C
31967	Euline	Master	A9E89C
31968	Baryl	High Priest	A9E89C
31969	Evelyn	Priest	A9E89C
31970	Sinis	Priest	A9E89C
31971	Otillo	Magister	A9E89C
31972	Atraxia	Magister	A9E89C
31973	Raheel	Spellbook Seller	A9E89C
31974	Drizzit	Grand Master	A9E89C
31975	Aerina	Master	A9E89C
31976	Talia	Magister	A9E89C
31977	Shaka	High Prefect 	A9E89C
31978	Tazeer	Prefect	A9E89C
31979	Moira	Seer	A9E89C
31980	Rumba	Amulet Seller	A9E89C
31981	Vishotsky	Captain	A9E89C
31982	Glen	Guard	A9E89C
31983	Friggar	Guard	A9E89C
31984	Sherring	Guard	A9E89C
31985	Kosmos	Guard	A9E89C
31986	Erstack	Guard	A9E89C
31987	Gotter	Guard	A9E89C
31988	Singa	Guard	A9E89C
31989	Batidae	Fishing Guild Member	A9E89C
31990	Siger	Blacksmith	A9E89C
31991	Adventure Guildsman		A9E89C
31992	Adventure Guildsman		A9E89C
31993	Adventure Guildsman		A9E89C
31994	Adventure Guildsman		A9E89C
31995	Adventure Guildsman		A9E89C
31996	Javier	Grand Magister	A9E89C
31997	Priest of Dawn		A9E89C
31998	Dusk Priestess		A9E89C
31999	Preacher of Doom		A9E89C
32000	Preacher of Doom		A9E89C
32001	Preacher of Doom		A9E89C
