# id	name	additionalname	description	popup	supercnt0	set_ids_cnt	set_ids_text	set_bonus_desc	supercnt1	set_extra_ids_cnt	set_extra_ids_text	set_extra_desc	UNK1_1	UNK1_2	UNK1_3	UNK1_4	UNK1_5	UNK1_6	UNK1_7	UNK1_8	UNK1_9	special_enchant_amount	special_enchant_desc	UNK2	
14300	Yaksa Mace			-1	0	0			0	0												0		1
14301	Shamshir*Shamshir			-1	0	0			0	0												0		1
14302	Berserker Blade			-1	0	0			0	0												0		1
14303	Crystal Dagger			-1	0	0			0	0												0		1
14304	Ecliptic Sword			-1	0	0			0	0												0		1
14305	Ecliptic Axe			-1	0	0			0	0												0		1
14306	Dwarven Hammer			-1	0	0			0	0												0		1
14307	Admiral's Estoc			-1	0	0			0	0												0		1
14308	Saber Tooth			-1	0	0			0	0												0		1
14309	Sharpshooter			-1	0	0			0	0												0		1
14310	Sword of Damascus			-1	0	0			0	0												0		1
14311	Lance			-1	0	0			0	0												0		1
14312	Deadman's Glory			-1	0	0			0	0												0		1
14313	Art of Battle Axe			-1	0	0			0	0												0		1
14314	Staff of Evil Spirits			-1	0	0			0	0												0		1
14315	Demon's Dagger			-1	0	0			0	0												0		1
14316	Bellion Cestus			-1	0	0			0	0												0		1
14317	Bow of Peril			-1	0	0			0	0												0		1
14318	Samurai Long Sword*Samurai Long Sword			-1	0	0			0	0												0		1
14319	Demon's Dagger			-1	0	0			0	0												0		1
14320	Guardian Sword			-1	0	0			0	0												0		1
14321	Wizard's Tear			-1	0	0			0	0												0		1
14322	Kaim Vanul's Bones			-1	0	0			0	0												0		1
14323	Star Buster			-1	0	0			0	0												0		1
14324	Colichemarde			-1	0	0			0	0												0		1
14325	Dismantler			-1	0	0			0	0												0		1
14326	Hell Hound			-1	0	0			0	0												0		1
14327	Sirra's Blade			-1	0	0			0	0												0		1
14328	Sword of Ipos			-1	0	0			0	0												0		1
14329	Barakiel's Axe			-1	0	0			0	0												0		1
14330	Behemoth's Tuning Fork			-1	0	0			0	0												0		1
14331	Naga Storm			-1	0	0			0	0												0		1
14332	Tiphon's Spear			-1	0	0			0	0												0		1
14333	Shyeed's Bow			-1	0	0			0	0												0		1
14334	Sobekk's Hurricane			-1	0	0			0	0												0		1
14335	Themis' Tongue			-1	0	0			0	0												0		1
14336	Cabrio's Hand			-1	0	0			0	0												0		1
14337	Daimon Crystal			-1	0	0			0	0												0		1
14338	Tallum Blade*Damascus			-1	0	0			0	0												0		1
14339	Éclair Bijou			-1	0	0			0	0												0		1
14340	Durendal			-1	0	0			0	0												0		1
14341	Screaming Vengeance			-1	0	0			0	0												0		1
14342	Necklace of Seal			-1	0	0			0	0												0		1
14343	Nassen's Earring			-1	0	0			0	0												0		1
14344	Ring of Seal			-1	0	0			0	0												0		1
14345	Earring of Black Ore			-1	0	0			0	0												0		1
14346	Ring of Black Ore			-1	0	0			0	0												0		1
14347	Necklace of Black Ore			-1	0	0			0	0												0		1
14348	Majestic Earring			-1	0	0			0	0												0		1
14349	Majestic Ring			-1	0	0			0	0												0		1
14350	Majestic Necklace			-1	0	0			0	0												0		1
14351	Gracian Anniversary Coins		Gracian Anniversary Coins can be used at an Item Merchant in order to receive a reward. Cannot be exchanged, dropped, destroyed nor stored in a private warehouse.	-1	0	0			0	0												0		1
14352	Sculpture of Doubt 		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14353	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14354	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14355	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14356	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14357	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14358	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14359	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14360	Sculpture of Doubt		The Sculpture of Doubt possesses a mysterious power left from a dying creature.	-1	0	0			0	0												0		1
14361	Blood Stained Cloth		A piece of cloth soaked in the blood of angels and Platinum race that Magister Kaspar asked for.	-1	0	0			0	0												0		1
14362	White Cloth		A large piece of white cloth given by Magister Kaspar. Stain the cloth with the blood of angels and the Platinum race in the Tower of Insolence.	-1	0	0			0	0												0		1
14530	Maxwell House Pack		Vitamin item pack\nThe wrapped pack containing 3 sheets of Feather of Resurrection, 3 sheets of Hunting Helper Pet Exchange Coupon (5 hours), one of Light Purple Maned Horse Mounting Bracelet (7 days) and one of Ornithomimus Hat (30 days). Cannot be exchanged or dropped. Can be stored in a private warehouse.	-1	0	0			0	0												0		1
14531	Gludio Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Gludio. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14532	Dion Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Dion. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14533	Giran Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Giran. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14534	Oren Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Oren. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14535	Aden Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Aden. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14536	Innadril Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Innadril. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14537	Goddard Supply Box: Magic Pin	Grade S, A	A box that has the symbol of Goddard. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14538	Rune Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Rune. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14539	Schuttgart Supply Box - Magic Pin	Grade S, A	A box that has the symbol of Schuttgart. Has a chance of containing a high grade magic pin that can be attached to a belt.	-1	0	0			0	0												0		1
14540	Gludio Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Gludio. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14541	Dion Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Dion. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14542	Giran Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Giran. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14543	Oren Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Oren. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14544	Aden Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Aden. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14545	Innadril Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Innadril. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14546	Goddard Supply Box: Magic Pouch	Grade S, A	A box that has the symbol of Goddard. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14547	Rune Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Rune. Has a chance of containing a high grade magic pouch that can be attached to a belt.	-1	0	0			0	0												0		1
14548	Schuttgart Supply Box - Magic Pouch	Grade S, A	A box that has the symbol of Schuttgart. High grade magic pouch that can be attached to the belt is packaged.	-1	0	0			0	0												0		1
14549	Gludio Supply Box - Belt	Grade S, A	A box that has the symbol of Gludio. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14550	Dion Supply Box - Belt	Grade S, A	A box that has the symbol of Dion. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14551	Giran Supply Box - Belt	Grade S, A	A box that has the symbol of Giran. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14552	Oren Supply Box - Belt	Grade S, A	A box that has the symbol of Oren. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14553	Aden Supply Box - Belt	Grade S, A	A box that has the symbol of Aden. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14554	Innadril Supply Box - Belt	Grade S, A	A box that has the symbol of Innadril. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14555	Goddard Supply Box: Belt	Grade S, A	A box that has the symbol of Goddard. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14556	Rune Supply Box - Belt	Grade S, A	A box that has the symbol of Rune. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14557	Schuttgart Supply Box - Belt	Grade S, A	A box that has the symbol of Schuttgart. Has a chance of containing a high grade belt.	-1	0	0			0	0												0		1
14559	PC cafe points		When double clicked, 7000 PC Cafe Points can be acquired.	-1	0	0			0	0												0		1
14603	Sealed Ancient Cloak		Sealed Ancient Cloak. The seal can be removed through the weavers Olf Kanore and Olf Adams. It cannot be worn before the seal is removed. Enchantment, attribute and augmenting are impossible. Cannot be exchnaged or dropped.	-1	0	0			0	0												0		1
14607	Mark of Gracia		Token given to new, human PC in Gracia server. It can be exchanged to an item through Token Exchanger.	-1	0	0			0	0												0		1
14612	Christmas Red Sock		Item needed to receive a gift from Santa Claus who goes around each territory. Cannot be exchnaged or dropped.	-1	0	0			0	0												0		1
14614	Santa's Buff Gift Set		Santa's buff gift set. When used, can feel yourself becoming stronger by Santa's blessing for 1 hour.	-1	0	0			0	0												0		1
14615	Scroll of Christmas Festival - Mage Type		Scroll of Christmas Festival. When you drink it, you can feel the effect temporarily.	-1	0	0			0	0												0		1
14616	Gift from Santa Claus		A gift from Santa Claus. Double-click this item to open it up and find out what is inside.	-1	0	0			0	0												0		1
14618	Agathion Seal Bracelet - Rudolph		The bracelet which can summon cute Rudolph Agathion. You can wear it only during the Christmas season. No exchange/drop available	-1	0	0			0	0												0		1
14619	Santa Claus' Weapon Exchange Ticket		Gift from Santa Claus. It can be exchanged with a weapon through Cat of Christmas. Cannot be exchnaged or dropped.	-1	0	0			0	0												0		1
14620	Santa Claus' Weapon Exchange Ticket		Gift from Santa Claus. It can be exchanged with a weapon through Cat of Christmas. Cannot be exchnaged or dropped.	-1	0	0			0	0												0		1
14635	Low Quality Battle Reward Chest		Something might happen when double clicked.	-1	0	0			0	0												0		1
14636	Middle Quality Battle Reward Chest		Something might happen when double clicked.	-1	0	0			0	0												0		1
14637	High-Grade Battle Reward Chest		Something might happen when double clicked.	-1	0	0			0	0												0		1
14638	Best Quality Battle Reward Chest		Something might happen when double clicked.	-1	0	0			0	0												0		1
14639	Event - Claymore		When double clicked, Claymore and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14640	Event - Bonebreaker		When double clicked, Bonebreaker and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14641	Event - Atuba Hammer		When double clicked, Atuba Hammer and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14642	Event - Ghost Staff		When double clicked, Ghost Staff and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14643	Event - Staff of Life		When double clicked, Staff of Life and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14644	Event - Atuba Mace		When double clicked, Atuba Mace and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14645	Event - Mithril Dagger		When double clicked, Mithril Dagger and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14646	Event - Scallop Jamadhr		When double clicked, Scallop Jamadhr and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14647	Event - Light Crossbow		When double clicked, Light Crossbow and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14648	Event - Glaive		When double clicked, Glaive and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14649	Event - Elven Long Sword		When double clicked, Elven Long Sword and 5 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14650	Event - Samurai Longsword		When double clicked, Samurai Longsword and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14651	Event - Deadman's Staff		When double clicked, Deadman's Staff and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14652	Event - Ghoul's Staff		When double clicked, Ghoul's Staff and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14653	Event - Demon's Staff		When double clicked, Demon's Staff and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14654	Event - Crystal Dagger		When double clicked, Crystal Dagger and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14655	Event - Great Pata		When double clicked, Great Pata and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14656	Event - Eminence Bow		When double clicked, Eminence Bow and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14657	Event - Orcish Poleaxe		When double clicked, Orcish Poleaxe and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14658	Event - Yaksa Mace		When double clicked, Yaksa Mace and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14659	Event - Berserker Blade		When double clicked, Berserker Blade and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14660	Event - Ecliptic Sword		When double clicked, Ecliptic Sword and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14661	Event - Ecliptic Axe		When double clicked, Ecliptic Axe and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14662	Event - Dwarven Hammer		When double clicked, Dwarven Hammer and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14663	Event - Katana*Katana		When double clicked, Katana*Katana and 3 honey wheat cake can be acquired.	-1	0	0			0	0												0		1
14673	Rudolph's Nose		Rudolph's Nose. Can be used only during the Christmas season.	-1	0	0			0	0												0		1
14676	Agathion's New Year's Gift		Agathion's New Year's gift. You can receive Agathion's gift by double clicking.	-1	0	0			0	0												0		1
14677	Agathion's New Year's Gift		Agathion's New Year's gift. You can receive Agathion's gift by double clicking.	-1	0	0			0	0												0		1
14678	Neolithic Crystal - B		If you bring it to the Vitamin Manager, you can exchange a B-Grade ordinary item for a Masterwork Item.	-1	0	0			0	0												0		1
14679	Neolithic Crystal - A		If you bring it to the Vitamin Manager, you can exchange an A-Grade ordinary item for a Masterwork Item.	-1	0	0			0	0												0		1
14680	Neolithic Crystal - S		If you bring it to the Vitamin Manager, you can exchange a S-Grade ordinary item for a Masterwork Item.	-1	0	0			0	0												0		1
14681	Neolithic Crystal - S80		If you bring it to the Vitamin Manager, you can exchange a S80-Grade ordinary item for a Masterwork Item.	-1	0	0			0	0												0		1
14682	Greater Elixir of Life (No-Grade)		Regenerates HP. Can only be used by characters below level 19 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14683	Greater Elixir of Life (D-Grade)		Regenerates HP. Can only be used by characters above level 20 and below level 39 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14684	Greater Elixir of Life (C-Grade)		Regenerates HP. Can only be used by characters above level 40 and below level 51 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14685	Greater Elixir of Life (B-Grade)		Regenerates HP. Can only be used by characters above level 52 and below level 60 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14686	Greater Elixir of Life (A-Grade)		Regenerates HP. Can only be used by characters above level 61 and below level 75 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14687	Greater Elixir of Life (S-Grade)		Regenerates HP. Can only be used by characters above level 76 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14688	Greater Elixir of Mental Strength (No-Grade)		Regenerates MP. Can only be used by characters below level 19 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14689	Greater Elixir of Mental Strength (D-Grade)		Regenerates MP. Can only be used by characters above level 20 and below level 39 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14690	Greater Elixir of Mental Strength (C-Grade)		Regenerates MP. Can only be used by characters above level40 and below level 51 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14691	Greater Elixir of Mental Strength (B-Grade)		Regenerates MP. Can only be used by characters above level 52 and below level 60 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14692	Greater Elixir of Mental Strength (A-Grade)		Regenerates MP. Can only be used by characters above level 61 and below level 75 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14693	Greater Elixir of Mental Strength (S-Grade)		Regenerates MP. Can only be used by characters above level 76 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14694	Greater Elixir of CP (No Grade)		Regenerates CP. Can only be used by characters below level 19 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14695	Greater Elixir of CP (D-Grade)		Regenerates CP. Can only be used by characters above level 20 and below level 39 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14696	Greater Elixir of CP (C-Grade)		Regenerates CP. Can only be used by characters above level 40 and below level 51 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14697	Greater Elixir of CP (B-Grade)		Regenerates CP. Can only be used by characters above level 52 and below level 60 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14698	Greater Elixir of CP (A-Grade)		Regenerates CP. Can only be used by characters above level 61 and below level 75 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14699	Greater Elixir of CP (S-Grade)		Regenerates CP. Can only be used by characters above level 76 upon themselves. Re-use delay is 5 minutes.	-1	0	0			0	0												0		1
14700	Greater Healing Potion		A magical, liquid medicine that greatly restores HP for 15 seconds.	-1	0	0			0	0												0		1
14701	Greater Quick Healing Potion		A magical potion that quickly restores a greater amount HP.	-1	0	0			0	0												0		1
14702	Agathion Auxiliary Stone: Enchant Weapon (D-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a D-Grade weapon by 20%. This can only be used on weapons that have been enchanted more than 3 times, but less than 9 times.	-1	0	0			0	0												0		1
14703	Agathion Auxiliary Stone: Enchant Weapon (C-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a C-Grade weapon by 18%. This can only be used on weapons that have been enchanted more than 3 times, but less than 9 times.	-1	0	0			0	0												0		1
14704	Agathion Auxiliary Stone: Enchant Weapon (B-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a B-Grade weapon by 15%. This can only be used on weapons that have been enchanted more than 3 times, but less than 9 times.	-1	0	0			0	0												0		1
14705	Agathion Auxiliary Stone: Enchant Weapon (A-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a A-Grade weapon by 12%. This can only be used on weapons that have been enchanted more than 3 times, but less than 9 times.	-1	0	0			0	0												0		1
14706	Agathion Auxiliary Stone: Enchant Weapon (S-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a S-Grade weapon by 10%. This can only be used on weapons that have been enchanted more than 3 times, but less than 9 times.	-1	0	0			0	0												0		1
14707	Agathion Auxiliary Stone: Enchant Armor (D-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a D-Grade armor by 35%. This can only be used on armor that have been enchanted more than 3 times but less than 9 times. For one-piece armor this item can only be used on armor that has been enchanted more than 4 times but less than 9 times.	-1	0	0			0	0												0		1
14708	Agathion Auxiliary Stone: Enchant Armor (C-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a C-Grade armor by 27%. This can only be used on armor that have been enchanted more than 3 times but less than 9 times. For one-piece armor this item can only be used on armor that has been enchanted more than 4 times but less than 9 times.	-1	0	0			0	0												0		1
14709	Agathion Auxiliary Stone: Enchant Armor (B-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a B-Grade armor by 23%. This can only be used on armor that have been enchanted more than 3 times but less than 9 times. For one-piece armor this item can only be used on armor that has been enchanted more than 4 times but less than 9 times.	-1	0	0			0	0												0		1
14710	Agathion Auxiliary Stone: Enchant Armor (A-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a A-Grade armor by 18%. This can only be used on armor that have been enchanted more than 3 times but less than 9 times. For one-piece armor this item can only be used on armor that has been enchanted more than 4 times but less than 9 times.	-1	0	0			0	0												0		1
14711	Agathion Auxiliary Stone: Enchant Armor (S-Grade)		The Agathion Auxiliary Stone raises the ability to enchant a S-Grade armor by 15%. This can only be used on armor that have been enchanted more than 3 times but less than 9 times. For one-piece armor this item can only be used on armor that has been enchanted more than 4 times but less than 9 times.	-1	0	0			0	0												0		1
14713	Greater Elixir Gift Box (No-Grade)		A wrapped gift containing an assortment of Greater Elixirs (No-Grade). Double-click this item in order to receive Greater Elixirs.	-1	0	0			0	0												0		1
14714	Greater Elixir Gift Box (D-Grade)		A wrapped gift containing an assortment of Greater Elixirs (D-Grade). Double-click this item in order to receive Greater Elixirs.	-1	0	0			0	0												0		1
14715	Greater Elixir Gift Box (C-Grade)		A wrapped gift containing an assortment of Greater Elixirs (C-Grade). Double-click this item in order to receive Greater Elixirs.	-1	0	0			0	0												0		1
14716	Greater Elixir Gift Box (B-Grade)		A wrapped gift containing an assortment of Greater Elixirs (B-Grade). Double-click this item in order to receive Greater Elixirs.	-1	0	0			0	0												0		1
14717	Greater Elixir Gift Box (A-Grade)		A wrapped gift containing an assortment of Greater Elixirs (A-Grade). Double-click this item in order to receive Greater Elixirs.	-1	0	0			0	0												0		1
14718	Greater Elixir Gift Box (S-Grade)		A wrapped gift containing an assortment of Greater Elixirs (S-Grade). Double-click this item in order to receive Greater Elixirs.	-1	0	0			0	0												0		1
14719	Full Vitality Event Pack		A wrapped package that contains 1 Agathion Seal Bracelet - Neolithica. Cannot be exchanged or dropped. Can use a private warehouse.	-1	0	0			0	0												0		1
14720	Event - Apiga		Money used by magic lab animals. Take it to a magic lab to be rewarded. No drop available.	-1	0	0			0	0												0		1
14721	Event - Golden Apiga		Rare form of money used by magic lab animals. If you take it to a magic lab you can be rewarded. No drop available.	-1	0	0			0	0												0		1
14722	Event - Cupid's Fatigue Recovery Potion		Decreases fatigue when used on a cow.	-1	0	0			0	0												0		1
14723	Event - Cupid's Powerful Fatigue Recovery Potion		Decreases fatigue when used on a cow. It has a better effect than Cupid's Fatigue Recovery Potion.	-1	0	0			0	0												0		1
14724	Event - Milk Cow Summon Scroll		Scroll that summons a Milk Cow. If you relieve the Milk Cow's fatigue, you can acquire Apiga. (Recovery is only possible through Cupid's Fatigue Recovery Potion or Cupid's Powerful Fatigue Recovery Potion.) Exchange possible.	-1	0	0			0	0												0		1
14725	Event - Head Milk Cow Summon Scroll		Scroll that summons a Head Milk Cow. If you relieve the Head Milk Cow's fatigue, you can acquire Apiga. (Recovery is only possible through Cupid's Fatigue Recovery Potion or Cupid's Powerful Fatigue Recovery Potion.) Exchange possible.	-1	0	0			0	0												0		1
14726	Event - Gloomy Milk Cow Summon Scroll		Scroll that summons a Gloomy Milk Cow. Can sometimes transform into a Bull while trying to recover the Milk Cow. (Recovery is only possible through Cupid's Fatigue Recovery Potion or Cupid's Powerful Fatigue Recovery Potion.) Exchange possible.	-1	0	0			0	0												0		1
14727	Event - Gloomy Head Milk Cow Summon Scroll		Scroll that summons a Gloomy Head Milk Cow. Can sometimes transform into a Head Bull while trying to recover the Milk Cow. (Recovery is only possible through Cupid's Fatigue Recovery Potion or Cupid's Powerful Fatigue Recovery Potion.) Exchange possible.	-1	0	0			0	0												0		1
14728	Event - Orr Cube	30-day limited period	The Orb Cube can be used once a day for 30 days. Upon double-clicking this item you will receive a Cubic Piece that can be used while speaking with a Warehouse Keeper. No exchange/drop/server removal available.	-1	0	0			0	0												0		1
14729	Event - Crystal Cube		Cube that can be used 1 time. You can obtain a Crystal Cube fragment by double clicking. No drop available.	-1	0	0			0	0												0		1
14730	Event - Gold Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14731	Event - Silver Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14732	Event - Bronze Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14733	Event - Black Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14734	Event - Clear Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14735	Event - Purple Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14736	Event - Pink Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14737	Event - Dark Brown Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14738	Event - Black Crystal Cube Fragment		You can confirm the use of this item by talking to the warehouse keeper. No drop available.	-1	0	0			0	0												0		1
14739	Event - Fresh Milk		Freshly collected milk. When used, you can feel the effects of Might, Haste, Empower, Acumen, Wind Walk, Vampiric Rage, Berserker Spirit, Shield, Focus, Death Whisper, Guidance, Clarity, Wild Magic, and Concentration for 1 hour.	-1	0	0			0	0												0		1
14740	Event - Save the Cow Event Pack		An even pack that can be obtained once every 12 hours per account. In order to use this item, double click it and you will obtain the Milk Cow Summon Scroll and 'Cupid's Fatigue Recovery Potion' that are needed for the  event. No exchange available.	-1	0	0			0	0												0		1
14741	Event - Vitality Replenishing Herb Tea 5 minutes		When you drink it, you can temporarily feel the energy recovery herb's effect. Can be exchanged.	-1	0	0			0	0												0		1
14742	Event - Vitality Replenishing Herb Tea 10 minutes		When used, you can feel the energy recovery herb's effect for 10 minutes. But there is no effect when the "Birthday Gift" buff is applied. No drop available.	-1	0	0			0	0												0		1
14743	Event - Vitality Replenishing Herb Tea 20 minutes		When used, you can feel the energy recovery herb's effect for 20 minutes. But there is no effect when the "Birthday Gift" buff is applied. No drop available.	-1	0	0			0	0												0		1
14744	Event - Vitality Replenishing Herb Tea 30 minutes		When you drink it, you can temporarily feel the energy recovery herb's effect. Cannot be exchanged, dropped, or destroyed.	-1	0	0			0	0												0		1
14745	Event - Vitality Replenishing Herb Tea 60 minutes		When you drink it, you can temporarily feel the energy recovery herb's effect. Can be exchanged.	-1	0	0			0	0												0		1
14765	For Events - Extra Entrance Pass - Rim Kamaloka		Entrance pass that lets you enter Near Kamaloka for a second time. Can cancel the limit on entrance if used while a limit on entrance to Rim Kamaloka exists. Can only be used once a day outside the instant zone. After use, the effect disappears at the corresponding instant dungeon's reset time. Cannot be exchanged, dropped, or destroyed.	-1	0	0			0	0												0		1
14766	Special White Day Candy Basket		Candy basket for showing your heart on White Day. Contains 5 White Day candies. Can receive a bonus limited item  (coronet, suit, Agathion - Juju) occasionally. Cannot be dropped or destroyed. Cannot be registered at a private shop.	-1	0	0			0	0												0		1
14767	White Day Candy Basket		Candy basket for showing your heart on White Day. Contains 1 White Day candies. Can receive a bonus limited item  (Kat the Cat Hat, Agathion Seal Bracelet - Love) occasionally. Cannot be dropped or destroyed. Cannot be registered at a private shop.	-1	0	0			0	0												0		1
14768	White Day Solo Package		White Day gift box for solo players. Contains 1 solo escape petition. Can receive a bonus limited item  (wild rose pig candy) occasionally. Cannot be exchanged, dropped, or destroyed. Cannot be registered at a private shop.	-1	0	0			0	0												0		1
